,Drug_ID,SMILES,LD50_Zhu
5620,"4-Heptanone, 3-(phenylmethyl)-",CCCC(=O)C(CC)Cc1ccccc1,1.6669999999999998
5621,"Acetic acid, phenoxy-, 2-propenyl ester",C=CCOC(=O)COc1ccccc1,2.565
5622,"Benzamide, 5-acetyl-2-hydroxy-",CC(=O)c1ccc(O)c(C(N)=O)c1,2.023
5623,"2-Cyclohexen-1-one, 2-(1-(ethoxyimino)propyl)-3-hydroxy-5-(2,4,6-trimethylphenyl)-",CCON=C(CC)C1=C(O)CC(c2c(C)cc(C)cc2C)CC1=O,2.547
5624,"Benzamide, 2-hydroxy-N-(4-hydroxyphenyl)- (9CI)",O=C(Nc1ccc(O)cc1)c1ccccc1O,1.534
5625,"Benzene, 1-methyl-2-(1-methylethyl)-",Cc1ccccc1C(C)C,1.7990000000000002
5626,"Benzeneacetic acid, alpha-ethoxy-alpha-phenyl- (9CI)",CCOC(C(=O)O)(c1ccccc1)c1ccccc1,2.4090000000000003
5627,"Dibenzo-p-dioxin, 1,2,3,7,8-pentachloro-",Clc1cc2c(cc1Cl)Oc1c(cc(Cl)c(Cl)c1Cl)O2,6.238
5628,"Heptanoic acid, 7-iodo-",O=C(O)CCCCCCI,2.0580000000000003
5629,"Urea, (2-isopropyl-4-pentenoyl)-",C=CCC(C(=O)NC(N)=O)C(C)C,2.244
5630,"1,3-Benzodioxol-4-ol, 2,2-diethyl-, methylcarbamate",CCC1(CC)Oc2cccc(OC(=O)NC)c2O1,3.737
5631,"3,5-Pyridinedicarboxylic acid, 1,4-dihydro-4-(5,6-dihydro-1,4-dioxin-2-yl)-2,6-dimethyl-, diethyl ester",CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1C1=COCCO1,2.227
5632,"Carbamic acid, (2-hydroxyethyl)-, 2-hydroxyethyl ester",O=C(NCCO)OCCO,1.467
5633,"Benzonitrile, 2-methyl-",Cc1ccccc1C#N,1.564
5634,"Carbamic acid, acetylmethyl-, 2,2-diethyl-1,3-benzodioxol-4-yl ester",CCC1(CC)Oc2cccc(OC(=O)N(C)C(C)=O)c2O1,2.893
5635,"3,5-Pyridinedicarboxylic acid, 1,4-dihydro-4-(5,6-dihydro-1,4-dioxin-2-yl)-2,6-dimethyl-, dipropyl ester",CCCOC(=O)C1=C(C)NC(C)=C(C(=O)OCCC)C1C1=COCCO1,2.262
5636,"Phosphonic acid, methyl-, diphenyl ester",CP(=O)(Oc1ccccc1)Oc1ccccc1,3.027
5637,"Phosphorothioic acid, O-(2,5-dichloro-4-iodophenyl) O,O-diethyl ester",CCOP(=S)(OCC)Oc1cc(Cl)c(I)cc1Cl,3.498
5638,"2(3H)-Benzoxazolone, 6-chloro-3-(chloromethyl)-",O=c1oc2cc(Cl)ccc2n1CCl,1.967
5639,"3,5-Pyridinedicarboxylic acid, 1,4-dihydro-4-(5,6-dihydro-1,4-dioxin-2-yl)-2,6-dimethyl-, dimethyl ester",COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1C1=COCCO1,2.189
5640,"2H-1-Benzopyran-2-one, 7-methoxy-",COc1ccc2ccc(=O)oc2c1,1.612
5641,"Hydrazine, 1-(1,5-dimethylhexyl)-",CC(C)CCCC(C)NN,3.1260000000000003
5642,"Butanoic acid, 3-oxo-, 1-phenylethyl ester",CC(=O)CC(=O)OC(C)c1ccccc1,1.578
5643,"Salicylamide, N-(1,2,3-trimethyl-3-pyrazolin-5-ylidene)-",Cc1cc(=NC(=O)c2ccccc2O)n(C)n1C,2.226
5644,"Alanine, 3-(p-(bis(2-chloroethyl)amino)phenyl)-, DL-",NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,3.463
5645,"1H-Pyrrolizine-7a(5H)-acetamide, N-(2,6-dimethylphenyl)tetrahydro-",Cc1cccc(C)c1NC(=O)CC12CCCN1CCC2,3.029
5646,"2H-Pyran-6-carboxylic acid, 3,4-dihydro-2,2-dimethyl-4-oxo-, butyl ester",CCCCOC(=O)C1=CC(=O)CC(C)(C)O1,1.46
5647,"Furo(3',4':6,7)naphtho(2,3-d)-1,3-dioxol-6(5ah)-one, 5,8,8a,9-tetrahydro-, (5R-(5-alpha,5a-beta,8a-alpha,9-alpha))-",COc1cc(C2c3cc4c(cc3C(OC3OC5COC(c6ccccc6)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,2.898
5648,"D-Streptamine, O-2-amino-2-deoxy-alpha-D-glucopyranosyl-(1-4)-O-(O-2,6-diamino-2,6-dideoxy-beta-L-idopyranosyl-(1-3)-beta-D-ribofuranosyl-(1-5))-2-deoxy-",NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CO)C(O)C(O)C3N)C2O)C(N)C(O)C1O,1.454
5649,"Benzyl alcohol, p-methoxy-, propionate (8CI)",CCC(=O)OCc1ccc(OC)cc1,1.766
5650,"Ethanone, 1-(2-hydroxy-3-propyl-4-(4-(1H-tetrazol-5-yl)butoxy)phenyl)-",CCCc1c(OCCCCc2nnn[nH]2)ccc(C(C)=O)c1O,2.69
5651,"1-Pyrrolidinecarboxylic acid, 2,4-dichlorophenyl ester",O=C(Oc1ccc(Cl)cc1Cl)N1CCCC1,2.073
5652,"2-Propanone, 1,3-dichloro-",O=C(CCl)CCl,3.803
5653,"Benzene, 1-methyl-3-(1-methylethyl)-",Cc1cccc(C(C)C)c1,1.655
5654,"Carbonic acid, 1-methylethyl-, 1-oxo-2-(2,4,6-trimethylphenyl)-1H-inden-3-yl ester",Cc1cc(C)c(C2=C(OC(=O)OC(C)C)c3ccccc3C2=O)c(C)c1,2.695
5655,"(+-)-11-Ethoxy-5,11-dihydro-5-methyl-6H-dibenz(b,e)azepin-6-one",CCOC1c2ccccc2C(=O)N(C)c2ccccc21,1.825
5657,"Pyridinium, 3-carboxy-1-methyl-, hydroxide, inner salt (8CI)",C[n+]1cccc(C(=O)[O-])c1,1.4380000000000002
5658,"Propanoic acid, 2,2-dimethyl-, 1-oxo-2-(2,4,6-trimethylphenyl)-1H-inden-3-yl ester",Cc1cc(C)c(C2=C(OC(=O)C(C)(C)C)c3ccccc3C2=O)c(C)c1,1.639
5659,"Phosphinic acid, (chloromethyl)phenyl-, p-nitrophenyl ester",O=[N+]([O-])c1ccc(OP(=O)(CCl)c2ccccc2)cc1,3.1860000000000004
5660,"Ethanediamide, N,N'-dimethyl-N,N'-dinitroso- (9CI)",CN(N=O)C(=O)C(=O)N(C)N=O,3.259
5661,"Cinnamamide, N,N-dimethyl-3,4-methylenedioxythio-",CN(C)C(=S)C=Cc1ccc2c(c1)OCO2,2.422
5662,"Pyrimidine, 2-chloro-4-(dimethylamino)-6-methyl-",Cc1cc(N(C)C)nc(Cl)n1,5.138
5663,"2,4-Dodecadienoic acid, 11-methoxy-3,7,11-trimethyl-, 1-methylethyl ester, (E,E)-",COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,1.094
5664,"1H-Benzimidazol-5-amine, 2-(4-aminophenyl)-",Nc1ccc(-c2nc3cc(N)ccc3[nH]2)cc1,1.652
5665,"Phosphonothioic acid, ethyl-, S-butyl O-methyl ester",CCC(C)OP(=S)(CC)OC,4.448
5666,"Phosphine, diphenylpropyl-",CCCP(c1ccccc1)c1ccccc1,2.265
5667,"Cinnamamide, N-methyl-3,4-methylenedioxythio-",CNC(=S)C=Cc1ccc2c(c1)OCO2,2.983
5668,"Benzoic acid, 3,4-dihydroxy-5-((3,4,5-trihydroxybenzoyl)oxy)- (9CI)",O=C(O)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1,2.154
5669,"Aziridine, 1,1'-(1,3-phenylenedicarbonyl)bis(2-methyl-",CC1CN1C(=O)c1cccc(C(=O)N2CC2C)c1,2.298
5670,"2-Pyridinecarboxylic acid, 5-butyl-",CCCCc1ccc(C(=O)O)nc1,2.572
5671,"Phosphorothioic acid, O-ethyl O-phenyl S-propyl ester",CCCSP(=O)(OCC)Oc1ccccc1,2.946
5672,"Cinnamamide, N,N-dimethyl-3,4,5-trimethoxythio-",COc1cc(C=CC(=S)N(C)C)cc(OC)c1OC,3.701
5673,"Acetic acid, mercapto-, 2-ethylhexyl ester",CCCCC(CC)COC(=O)CS,2.829
5674,"Triazene, 1-(p-bromophenyl)-3-methyl-",CNN=Nc1ccc(Br)cc1,2.662
5675,"2-Propenoic acid, 3-(3-hydroxy-4-methoxyphenyl)-",COc1ccc(C=CC(=O)O)cc1O,1.391
5676,"Morpholine, 4-(3-(4-imidazolyl)thioacryloyl)-",S=C(C=Cc1c[nH]cn1)N1CCOCC1,2.299
5677,"Oxirane, ((1,1-dimethylethoxy)methyl)-",CC(C)(C)OCC1CO1,1.814
5678,"Octanoic acid, 1,2,3-propanetriyl ester",CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC,1.15
5679,"Triazene, 1-(p-iodophenyl)-3-methyl-",CNN=Nc1ccc(I)cc1,2.719
5680,"Ethanone, 1-(2,4-dichlorophenyl)-2-(3-pyridinyl)-, O-methyloxime",CON=C(Cc1cccnc1)c1ccc(Cl)cc1Cl,2.238
5681,"Cyclohexaamine, N,N'-methanetetraylbis- (9CI)",C(=NC1CCCCC1)=NC1CCCCC1,2.712
5682,"1H-Imidazole, 2,4,5-trichloro-",Clc1nc(Cl)c(Cl)[nH]1,4.1930000000000005
5683,"4-Piperidinecarboxamide, 4-(dimethylamino)-N-(2,6-dimethylphenyl)-1-(2-hydroxycyclohexyl)-, trans-(+-)-",Cc1cccc(C)c1NC(=O)C1(N(C)C)CCN(C2CCCCC2O)CC1,4.888
5684,"1-Triazene, 1-methyl-3-(4-nitrophenyl)- (9CI)",CN=NNc1ccc([N+](=O)[O-])cc1,2.5860000000000003
5685,"Benzene, methyl(1-phenylethyl)-",Cc1ccccc1C(C)c1ccccc1,2.05
5686,"1H-Pyrano(3',4':6,7)indolizino(1,2-b)quinoline-3,14(4H,12H)-dione, 4-ethyl-4-hydroxy-, (S)-",CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,3.357
5687,"1H-Purine-2,6-dione, 3,7-dihydro-1,3-dimethyl-7-((5-methyl-1,2,4-oxadiazol-3-yl)methyl)-",Cc1nc(Cn2cnc3c2c(=O)n(C)c(=O)n3C)no1,2.251
5688,"Guanidine, ((4-oxo-2,5-cyclohexadien-1-ylidene)amino)-, thiosemicarbazone",N=C(N)NN=C1C=CC(=NNC(N)=S)C=C1,2.5
5689,"Silanamine, 1-ethenyl-N-(ethenyldimethylsilyl)-1,1-dimethyl-",C=C[Si](C)(C)N[Si](C)(C)C=C,2.599
5690,"Benzene, dimethyl(1-phenylethyl)-",Cc1cccc(C(C)c2ccccc2)c1C,2.011
5691,"Butanoic acid, pentyl ester",CCCCCOC(=O)CCC,1.113
5692,"1H-Isoindole-1,3(2H)-dione, 4,5,6,7-tetrahydro-2-(4-chlorophenyl)-",O=C1C2=C(CCCC2)C(=O)N1c1ccc(Cl)cc1,1.038
5693,"1H-Cyclopenta(b)benzofuran-5-butanoic acid, 2,3,3a,8b-tetrahydro-2-hydroxy-1-(3-hydroxy-4-methyl-1-octen-6-ynyl)-",CC#CCC(C)C(O)C=CC1C(O)CC2Oc3c(CCCC(=O)O)cccc3C21,4.521
5694,"2,2-Dimethyl-3-(2-methylpropenyl)cyclopropanecarboxylic acid, ester with N-(hydroxymethyl)-1-cyclohexene-1,2-dicarboximide or 1-cyclohexene-1,2-dicarboximidomethyl 2,2-dimethyl-3-(2-methylpropenyl)cyclopropanecarboxylate",CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,1.854
5695,"Propanoic acid, 2-(4-(2,4-dichlorophenoxy)phenoxy)-",CC(Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1)C(=O)O,2.764
5696,"Ethylene, 1,2-dichloro-",ClC=CCl,2.1
5697,"Acetic acid, 1,1-dimethylethyl ester",CC(=O)OC(C)(C)C,1.452
5698,"Phosphonothioic acid, ethyl-, O-ethyl ester",CCOP(O)(=S)CC,2.41
5699,"Triazene, 1-(p-chlorophenyl)-3-methyl-",CNN=Nc1ccc(Cl)cc1,2.713
5700,"Ethanone, 1-(4-chlorophenyl)-2,2,2-trifluoro-, O-(1,3-dioxolan-2-ylmethyl)oxime",FC(F)(F)C(=NOCC1OCCO1)c1ccc(Cl)cc1,2.665
5701,"Cyclohexanol, 5-methyl-2-(1-methylethenyl)-",C=C(C)C1CCC(C)CC1O,2.216
5702,"1H-1,2,4-Triazole-1-propanenitrile, alpha-butyl-alpha-(4-chlorophenyl)-",CCCCC(C#N)(Cn1cncn1)c1ccc(Cl)cc1,2.256
5703,"Benzimidazole, 4,7-dibromo-5,6-dichloro-2-(trifluoromethyl)-",FC(F)(F)c1nc2c(Br)c(Cl)c(Cl)c(Br)c2[nH]1,5.08
5704,"Butane, 1-iodo-3-methyl-",CC(C)CCI,2.143
5705,"1H-Purine-2,6-dione, 3,7-dihydro-3-propyl-",CCCn1c(=O)[nH]c(=O)c2[nH]cnc21,2.6060000000000003
5706,Not Available,CCN(CC(=O)OCC(F)(F)F)c1cccc(C)c1,2.161
5707,"1,2,3,4,6,9-Tetrathiadiazecine-5,10-dithione",S=C1N=CC=NC(=S)SSSS1,1.501
5708,"Methanesulfonic acid, thio-, O-(2-hydroxypropyl) ester",CC(O)COS(C)(=O)=S,2.331
5709,"Carbonochloridic acid, ethyl ester",CCOC(=O)Cl,2.604
5710,"Phosphorothioic acid, S-tert-butyl O,O-diethyl ester",CCOP(=O)(OCC)SC(C)(C)C,3.2510000000000003
5711,"1H-Benz(de)isoquinoline-2(3H)-butanoic acid, 1,3-dioxo-",O=C(O)CCCN1C(=O)c2cccc3cccc(c23)C1=O,1.85
5712,"Quinoline, 6,6'-methylenebis(1,2-dihydro-2,2,4-trimethyl-",CC1=CC(C)(C)Nc2ccc(Cc3ccc4c(c3)C(C)=CC(C)(C)N4)cc21,1.856
5713,"3-Heptanone, 5-methyl-",CCC(=O)CC(C)CC,1.564
5714,"syn-3-Ethyl-7-methyl-3,7-diazabicyclo(3.3.1)non-9-yl p-chlorobenzoate",CCN1CC2CN(C)CC(C1)C2OC(=O)c1ccc(Cl)cc1,2.926
5715,"Succinic acid, monocyclohexyl ester",O=C(O)CCC(=O)OC1CCCCC1,1.489
5716,"Ethanol, 2-chloro-, acetate",CC(=O)OCCCl,4.088
5717,"2(1H)-Pyrimidinone, 4,6-dimethyl-, (1-(2-methylphenyl)ethylidene)hydrazone, (Z)-",CC(=NNc1nc(C)cc(C)n1)c1ccccc1C,2.685
5718,"1,5-Pentanediol, dipropanoate (9CI)",CCC(=O)OCCCCCOC(=O)CC,1.435
5719,"Phosphorodithioic acid, S-(3,4-dihydro-2H-1-benzothiopyran-4-yl) O,O-dimethyl ester",COP(=S)(OC)SC1CCSc2ccccc21,4.787
5720,"1,3-Cyclopentadiene",C1=CCC=C1,2.767
5721,"Benzimidazole, 5-ethyl-2-(trifluoromethyl)-",CCc1ccc2[nH]c(C(F)(F)F)nc2c1,3.884
5722,"Butanedioic acid, 2,2'-thiobis-, tetrabutyl ester (9CI)",CCCCOC(=O)CC(SC(CC(=O)OCCCC)C(=O)OCCCC)C(=O)OCCCC,0.691
5723,"Phosphorodithioic acid, S-(6-chloro-3,4-dihydro-2H-1-benzothiopyran-4-yl) O,O-dimethyl ester",COP(=S)(OC)SC1CCSc2ccc(Cl)cc21,3.232
5724,"Bicyclo(3.1.0)hexan-3-one, 4-methyl-1-(1-methylethyl)-, (1S,4R,5R)-",CC1C(=O)CC2(C(C)C)CC12,2.484
5725,"1H-Isoindole-1,3(2H)-dione, 2-(1-methylpropyl)-",CCC(C)N1C(=O)c2ccccc2C1=O,2.238
5726,"Phosphorodithioic acid, S-(6-chloro-3,4-dihydro-2H-1-benzothiopyran-4-yl) O,O-diethyl ester",CCOP(=S)(OCC)SC1CCSc2ccc(Cl)cc21,3.768
5727,"Benzimidazole-5-carboxylic acid, 2-(trifluoromethyl)-, methyl ester",COC(=O)c1ccc2[nH]c(C(F)(F)F)nc2c1,4.039
5728,"Furan, 2,5-diethyltetrahydro-",CCC1CCC(CC)O1,1.5759999999999998
5729,"Silane, trichloro-3-cyclohexen-1-yl-",Cl[Si](Cl)(Cl)C1CC=CCC1,1.882
5730,"Benzenemethanol, 2,5-dimethoxy-alpha-(1-((1-methylethyl)amino)ethyl)- (VAN)",COc1ccc(OC)c(C(O)C(C)NC(C)C)c1,2.103
5731,"Benzimidazole-5-carboxamide, 2-(trifluoromethyl)-",NC(=O)c1ccc2[nH]c(C(F)(F)F)nc2c1,3.86
5732,"9,10-Secocholesta-5,7,10(19)-triene-1,3-diol, (1-alpha,3-beta,5Z,7E)-",C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)C)CC(O)CC1O,6.071000000000001
5733,"Benzenamine, N-(2-ethylhexyl)- (9CI)",CCCCC(CC)CNc1ccccc1,1.93
5734,Lupanine,O=C1CCCC2C3CC(CN12)C1CCCCN1C3,2.237
5735,"Benzimidazol-5-ol, 2-(trifluoromethyl)-",Oc1ccc2[nH]c(C(F)(F)F)nc2c1,3.693
5736,"Pyrano(3,4-b)indole-1-acetic acid, 1,3,4,9-tetrahydro-1,8-diethyl-",CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,3.485
5737,"Propanol, 3-(2-ethoxyethoxy)-",CCOCCOCCCO,1.3219999999999998
5738,"Benzenamine, 2,4-dichloro-",Nc1ccc(Cl)cc1Cl,2.005
5739,"5-Benzimidazolesulfonamide, 2-(trifluoromethyl)-",NS(=O)(=O)c1ccc2[nH]c(C(F)(F)F)nc2c1,4.101
5740,"2-Pentanol, 4-cyanoethoxy-2-methyl-",CC(CC(C)(C)O)OCCC#N,1.7280000000000002
5741,"as-Triazin-5(4H)-one, 4-amino-3-methyl-6-phenyl-",Cc1nnc(-c2ccccc2)c(=O)n1N,2.145
5742,"Benzimidazole, 5-phenyl-2-(trifluoromethyl)-",FC(F)(F)c1nc2cc(-c3ccccc3)ccc2[nH]1,3.58
5743,"1,2,4-Triazin-3-amine, 6-(2-(5-nitro-2-furanyl)ethenyl)- (9CI)",Nc1ncc(C=Cc2ccc([N+](=O)[O-])o2)nn1,2.97
5744,"Benzenepropanoic acid, 3,5-bis(1,1-dimethylethyl)-4-hydroxy-, thiodi-2,1-ethanediyl ester",CC(C)(C)c1cc(CCC(=O)OCCSCCOC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,2.009
5745,"Succinamic acid, N,N-dipropyl-, ethyl ester",CCCN(CCC)C(=O)CCC(=O)OCC,1.652
5746,"Benzimidazole, 4,6-difluoro-2-(trifluoromethyl)-",Fc1cc(F)c2nc(C(F)(F)F)[nH]c2c1,4.95
5747,"1-Propene, 3-iodo-",C=CCI,4.225
5748,"1,2-Propanediamine, N-(3-hydroxypropyl)-",CC(N)CNCCCO,1.368
5749,"Phosphorothioic acid, O-cyclohexyl O,S-dimethyl ester",COP(=O)(OC1CCCCC1)SC,2.971
5750,"Thiocyanic acid, methyl ester",CSC#N,3.0860000000000003
5751,"Benzimidazole, 5-chloro-4-fluoro-2-(trifluoromethyl)-",Fc1c(Cl)ccc2[nH]c(C(F)(F)F)nc12,4.62
5752,"Cyclotetrasiloxane, octamethyl-",C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,2.285
5754,"Benzimidazole, 6-chloro-4-fluoro-2-(trifluoromethyl)-",Fc1cc(Cl)cc2[nH]c(C(F)(F)F)nc12,4.51
5755,"(+-)-4'-Fluoro-4-(3,4,6,7,12,12a-hexahydropyrazino(1',2':1,6)pyrido(3,4-b)indol-2(1H)-yl)butyrophenone",O=C(CCCN1CCN2Cc3[nH]c4ccccc4c3CC2C1)c1ccc(F)cc1,2.748
5756,"1H-Isoindole-1,3(2H)-dione, 2-methyl-5-nitro-",CN1C(=O)c2ccc([N+](=O)[O-])cc2C1=O,1.867
5757,"Benzimidazole, 6-chloro-5-fluoro-2-(trifluoromethyl)-",Fc1cc2nc(C(F)(F)F)[nH]c2cc1Cl,4.44
5758,"Guanidine, 1-nitro-",N=C(N)N[N+](=O)[O-],1.009
5759,"Acetic acid, mercapto-, 1,4-butanediyl ester",O=C(CS)OCCCCOC(=O)CS,2.77
5760,"1H-Isoindole-1,3(2H)-dione, 2-(3-methylbutyl)-",CC(C)CCN1C(=O)c2ccccc2C1=O,1.793
5762,"Benzimidazole, 4-chloro-6-fluoro-2-(trifluoromethyl)-",Fc1cc(Cl)c2nc(C(F)(F)F)[nH]c2c1,5.08
5763,"Ethanedial, dioxime",ON=CC=NO,2.869
5764,"Octane, 2-iodo-",CCCCCCC(C)I,1.467
5765,"1,4-Pentazadiene, 1,5-diphenyl-3-methyl-",CN(N=Nc1ccccc1)N=Nc1ccccc1,3.053
5766,"Acetic acid, cyano-, 2-methoxyethyl ester",COCCOC(=O)CC#N,1.5219999999999998
5767,"Benzimidazole, 4-bromo-6-fluoro-2-(trifluoromethyl)-",Fc1cc(Br)c2nc(C(F)(F)F)[nH]c2c1,4.7
5768,"Acetamide, N,N'-m-phenylenebis- (6CI,7CI,8CI)",CC(=O)Nc1cccc(NC(C)=O)c1,1.254
5769,"5-Methyl-1,2,4-triazolo(3,4-b)benzo-1,3-thiazole",Cc1cccc2sc3nncn3c12,2.879
5770,"Benzimidazole, 4-bromo-6-chloro-2-(trifluoromethyl)-",FC(F)(F)c1nc2c(Br)cc(Cl)cc2[nH]1,4.62
5771,Vinyl alcohol,C=CO,2.838
5772,"Propane, 1,2-epoxy-2-methyl-",CC1(C)CO1,1.268
5773,"Cinnamic acid, alpha-(2-ethylbutyramido)-p-methoxy-",CCC(CC)C(=O)NC(=Cc1ccc(OC)cc1)C(=O)O,1.862
5774,"2-Octanol, 3,7-dimethyl-7-methoxy-",COC(C)(C)CCCC(C)C(C)O,1.6230000000000002
5775,"Benzimidazole, 4-chloro-6-iodo-2-(trifluoromethyl)-",FC(F)(F)c1nc2c(Cl)cc(I)cc2[nH]1,5.38
5776,"1-Propene, 3-chloro-2-methyl-",C=C(C)CCl,2.028
5777,"1H-Inden-1-one, 3-(acetyloxy)-2-(2,4,6-trimethylphenyl)-",CC(=O)OC1=C(c2c(C)cc(C)cc2C)C(=O)c2ccccc21,1.5830000000000002
5778,"Isobutyric acid, alpha-hydroxy-, 2-phenylethyl ester",CC(C)(O)C(=O)OCCc1ccccc1,1.76
5779,"Benzimidazole, 6-chloro-4-iodo-2-(trifluoromethyl)-",FC(F)(F)c1nc2c(I)cc(Cl)cc2[nH]1,4.159
5780,"Bicyclo(3.1.1)hept-2-ene-2-carboxaldehyde, 6,6-dimethyl-",CC1(C)C2CC=C(C=O)C1C2,1.815
5781,"Hexanoic acid, 2-ethyl-, 1-oxo-2-(2,4,6-trimethylphenyl)-1H-inden-3-yl ester",CCCCC(CC)C(=O)OC1=C(c2c(C)cc(C)cc2C)C(=O)c2ccccc21,4.388
5782,"Benzimidazole, 5-chloro-4-methoxy-2-(trifluoromethyl)-",COc1c(Cl)ccc2[nH]c(C(F)(F)F)nc12,4.9
5783,"(1,1'-Biphenyl)-2,2'-diol, 5,5'-dichloro-3,3'-dinitro-",O=[N+]([O-])c1cc(Cl)cc(-c2cc(Cl)cc([N+](=O)[O-])c2O)c1O,4.538
5784,"3-Pentanone, 2,4-dimethyl-",CC(C)C(=O)C(C)C,1.509
5785,"Morpholine, 5,5-dimethyl-2-phenyl-",CC1(C)COC(c2ccccc2)CN1,2.6
5786,"Benzimidazole, 5-chloro-4-methyl-2-(trifluoromethyl)-",Cc1c(Cl)ccc2[nH]c(C(F)(F)F)nc12,4.0280000000000005
5787,"Cyclohexane, 1,4-bis(isocyanatomethyl)-",O=C=NCC1CCC(CN=C=O)CC1,2.084
5788,"Propanoic acid, 2-(4-(4-chlorobenzoyl)phenoxy)-2-methyl-",CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O,2.4090000000000003
5789,"Benzimidazole, 4-bromo-5-methyl-2-(trifluoromethyl)-",Cc1ccc2[nH]c(C(F)(F)F)nc2c1Br,3.64
5790,"Butanoic acid, 4-(4-chloro-2-methylphenoxy)-, ethyl ester",CCOC(=O)CCCOc1ccc(Cl)cc1C,2.257
5791,"Propionic acid, 3-(4-hydroxy-3,5-diiodophenyl)-2-phenyl- (8CI)",O=C(O)C(Cc1cc(I)c(O)c(I)c1)c1ccccc1,2.652
5792,"Acetophenone, 4'-carbazoylmethoxy-",CC(=O)c1ccc(OCC(=O)NN)cc1,2.0580000000000003
5793,"Cyclopropanecarboxylic acid, 2,2-dimethyl-3-(2-methyl-1-propenyl)-, (5-(phenylmethyl)-3-furanyl)methyl ester, cis,trans-(+/-)-",CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,2.435
5794,"2-Pentanone, 4-methyl-1-(2,3,4,5-tetrahydro-5-methyl-(2,3'-bifuran)-5-yl)-, (2S-cis)- (9CI)",CC(C)CC(=O)CC1(C)CCC(c2ccoc2)O1,2.854
5795,"Benzimidazole, 6-bromo-5-methyl-2-(trifluoromethyl)-",Cc1cc2nc(C(F)(F)F)[nH]c2cc1Br,3.559
5796,"Benzimidazole, 4-bromo-6-tert-butyl-2-(trifluoromethyl)-",CC(C)(C)c1cc(Br)c2nc(C(F)(F)F)[nH]c2c1,3.3
5797,"Cyclopropanecarboxylic acid, 2,2-dimethyl-3-(2-methyl-1-propenyl)-",CC(C)=CC1C(C(=O)O)C1(C)C,1.828
5798,"Benzenemethanol, alpha-butyl-",CCCCC(O)c1ccccc1,1.481
5799,"Phosphoric acid, 1-(2,4-dichlorophenyl)ethenyl dimethyl ester",C=C(OP(=O)(OC)OC)c1ccc(Cl)cc1Cl,2.102
5800,"Tetradecanoic acid, 2-bromo-",CCCCCCCCCCCCC(Br)C(=O)O,2.584
5801,"Phosphoric acid, 2,2-dibromo-1-(2,4-dichlorophenyl)ethenyl dimethyl ester",COP(=O)(OC)OC(=C(Br)Br)c1ccc(Cl)cc1Cl,3.403
5802,"Benzimidazole-6-carbonitrile, 4-chloro-2-(trifluoromethyl)-",N#Cc1cc(Cl)c2nc(C(F)(F)F)[nH]c2c1,5.01
5803,"2H-Benzimidazole-2-thione, 1,3-dihydro-",S=c1[nH]c2ccccc2[nH]1,2.7
5804,"Propanedinitrile, ((3,5-bis(1,1-dimethylethyl)-4-hydroxyphenyl)methylene)-",CC(C)(C)c1cc(C=C(C#N)C#N)cc(C(C)(C)C)c1O,3.511
5805,"Phosphoric acid, 2,2-dibromo-1-(2,4-dichlorophenyl)ethenyl diethyl ester",CCOP(=O)(OCC)OC(=C(Br)Br)c1ccc(Cl)cc1Cl,3.791
5806,"Butanoic acid, 2-hydroxy-4-(methylthio)-",CSCCC(O)C(=O)O,1.635
5807,"Benzimidazole-4-carbonitrile, 6-chloro-2-(trifluoromethyl)-",N#Cc1cc(Cl)cc2[nH]c(C(F)(F)F)nc12,4.71
5808,"2,3,5,6-Tetrahydro-2-methylphthalic anhydride",CC12CC=CCC1C(=O)OC2=O,1.843
5809,"Ethanamine, 2-(4-(1,2-diphenyl-1-butenyl)phenoxy)-N,N-dimethyl-, (Z)-",CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,1.957
5810,"1,2-Butanediol",CCC(O)CO,0.7509999999999999
5811,"Benzimidazole, 2,4-bis(trifluoromethyl)-6-chloro-",FC(F)(F)c1nc2c(C(F)(F)F)cc(Cl)cc2[nH]1,5.24
